pleiadesId,geonamesId
197263,3263806
197263,8963452
197264,3190825
197272,11071328
197272,3193137
197272,3197157
197273,2760679
197273,2761208
197273,2761531
197273,2761979
197273,2762109
197273,2762299
197273,2762604
197273,2763209
197273,2763738
197273,2764082
197273,2764173
197273,2764178
197273,2764505
197273,2764706
197273,2765168
197273,2765224
197273,2766410
197273,2766420
197273,2766485
197273,2766625
197273,2766645
197273,2767154
197273,2767518
197273,2767724
197273,2768164
197273,2768283
197273,2768352
197273,2768415
197273,2768521
197273,2768582
197273,2768758
197273,2768789
197273,2768873
197273,2768897
197273,2768901
197273,2769224
197273,2769366
197273,2769785
197273,2771677
197273,2772326
197273,2772694
197273,2772753
197273,2772802
197273,2772803
197273,2773054
197273,2773253
197273,2773828
197273,2774002
197273,2774530
197273,2774967
197273,2774970
197273,2775018
197273,2775532
197273,2776632
197273,2776734
197273,2776801
197273,2776982
197273,2777462
197273,2777535
197273,2777566
197273,2778067
197273,2778079
197273,2778154
197273,2778478
197273,2778493
197273,2778718
197273,2778945
197273,2779301
197273,2779477
197273,2779516
197273,2779671
197273,2780316
197273,2780331
197273,2780964
197273,2781035
197273,2781330
197273,2782678
197273,2782682
197273,2782972
197273,3186523
197273,3187020
197273,3189917
197273,3190194
197273,3190219
197273,3190238
197273,3190561
197273,3192121
197273,3195162
197273,3195506
197273,3198874
197273,3199881
197273,3335274
197273,3335283
197273,3335371
197273,6950966
197273,7304078
197273,7872522
197273,7873554
197273,8986880
197273,8987037
197275,3054434
197280,3194112
197283,3043865
197287,3044199
197287,3045504
197299,3203427
197308,3188498
197312,3186952
197312,3198457
197312,3200731
197312,3201363
197312,3204121
197312,3204237
197312,3204783
197312,7732854
197318,3192306
197323,3044774
197323,3048895
197323,3050123
197323,3053438
197327,3056177
197329,3187685
197329,3197834
197330,2766401
197330,2775107
197330,2778467
197337,3059760
197337,6690460
197358,3198539
197360,3053454
197362,3046768
197362,3054853
197365,2763594
197365,2769330
197365,2772135
197365,2772869
197365,7871634
197372,3044821
197380,3194659
197380,3198578
197381,3042569
197381,3042631
197381,3043028
197381,3043652
197381,3045268
197381,3045646
197381,3045683
197381,3045836
197381,3047386
197381,3048828
197381,3049291
197381,3049312
197381,3049421
197381,3050409
197381,3050595
197381,3051583
197381,3053403
197381,3053567
197381,3053620
197381,3054456
197381,3055559
197381,3056357
197386,3195890
197389,3055399
197389,3188395
197389,3189161
197389,3193935
197389,3197765
197389,3198060
197389,3204320
197389,3204413
197391,3055839
197400,3187815
197400,3188734
197400,3190780
197400,3192181 (3287533)
197400,3194075
197400,3195222
197400,3196969
197400,3200796
197400,3201198
197400,3201720
197400,3205365
197400,3205501
197400,3213172
197400,3214470
197400,3262021
197400,3287417
197400,3287420
197400,3287702
197404,3190483
197404,3190764
197404,3191918
197404,3194604
197404,3197666
197404,3200147
197404,3201465
197405,3196408
197408,3186534
197408,3187663
197408,3187812
197408,3188018
197408,3188147
197408,3188683
197408,3188723
197408,3189887
197408,3190486
197408,3190506
197408,3191016
197408,3191019
197408,3192749
197408,3193025
197408,3194255
197408,3195689
197408,3196642
197408,3197147
197408,3197148
197408,3197581
197408,3199078
197408,3200335
197408,3200354
197408,3200365
197408,3201159
197408,3201835
197408,3201979
197408,3202844
197408,3203211
197408,3203412
197408,3203475
197408,3204350
197408,3217973
197408,6956379
197408,8987052
197408,8987381
197408,8987485
197408,8987488
197408,8987695
197408,8987902
197408,8988032
197408,8988075
197408,8988211
197408,8988282
197408,8988440
197408,8988502
197408,8989127
197408,8989371
197408,8989501
197408,8989597
197408,8989641
197410,3197986
197413,3191411
197413,3200097
197413,3201412
197413,3281556
197418,3199531
197418,3201531
197418,8505069
197419,3193022
197419,3194114
197419,3197588
197431,3196429
197431,3196551
197434,3199177
197434,3199180
197441,3189686
197441,3192910
197446,3186543
197446,3190249
197446,3192241
197446,3202888
197446,3339111
197446,3339125
197446,3339126
197446,3344922
197446,8986955
197446,8987240
197446,8987672
197448,3187477
197448,3192224
197448,3195307
197452,3042824
197457,3188886
197457,3202128
197457,8987498
197457,8989594
197458,11055025
197458,3189150
197458,3191772
197458,3194172
197458,3197986
197466,3190383
197466,3192353
197466,3200429
197466,3201787
197466,3203458
197466,3204222
197466,3212329
197466,3212381
197466,3212382
197466,3212845
197466,3212846
197466,3257714
197471,3191631
197471,3193504
197471,3194069
197471,3201903
197473,3190941
197473,3197385
197473,3197797
197473,3199613
197473,3200136
197473,3202195
197473,3213283
197475,3191576
197477,3209350
197482,3042583
197482,3042600
197482,3042603
197482,3042617
197482,3042646
197482,3042647
197482,3048573
197482,3048820
197482,3051477
197482,3055255
197482,3194648
197482,3196681
197488,3190261
197488,10376743
197488,3169561
197488,3186233
197488,3186334
197488,3188763
197488,3189686
197488,3190088
197488,3190261
197488,3190359
197488,3194486
197488,3194762
197488,3197055
197488,3197643
197488,3197778
197488,3198062
197488,3198210
197488,3198212
197488,3198214
197488,3198215
197488,3198216
197488,3198218
197488,3201011
197488,3281094
197489,3191655
197490,3199427
197490,3202795
197491,3189928
197491,3193017
197491,3193500
197491,3198424
197491,3198929
197491,3199100
197491,3200620
197491,3200651
197491,3259928
197491,3260092
197498,2760461
197498,2760846
197498,2762729
197498,2763159
197498,2764506
197498,2764717
197498,2766507
197498,2766513
197498,2767111
197498,2767831
197498,2770005
197498,2770721
197498,2770897
197498,2771567
197498,2772380
197498,2775990
197498,2778545
197498,2779243
197498,2781079
197498,2781132
197498,2781820
197498,2782045
197498,3043033
197498,3043040
197498,3043760
197498,3044168
197498,3044310
197498,3044539
197498,3045165
197498,3045175
197498,3045319
197498,3045637
197498,3045879
197498,3046061
197498,3046216
197498,3046852
197498,3048130
197498,3049430
197498,3051001
197498,3052037
197498,3052181
197498,3052330
197498,3053545
197498,3054526
197498,3054597
197498,3056435
197498,7284904
197498,7871930
197501,2760877
197501,2761353
197501,2762059
197501,2766061
197501,2766121
197501,2766549
197501,2768464
197501,2770487
197501,2770803
197501,2770986
197501,2771817
197501,2774612
197501,2775327
197501,2778688
197501,3043525
197501,3045190
197501,3045880
197501,3046323
197501,3048706
197501,3049576
197501,3051038
197501,3051551
197501,3051726
197501,3052637
197501,3052640
197501,3056380
197501,787186
197502,3190692
197502,3193236
197502,3201055
197502,3213252
197504,11049231
197504,3186988
197504,3188979
197504,3190655
197504,3190813
197504,3191150
197504,3193420
197504,3194212
197504,3200315
197504,3201110
197504,3201283
197504,3204681
197505,3191055
197505,3194355
197505,3199010
197505,3273951
197511,3198213
197512,3194245
197512,3195284
197512,3197116
197512,3203195
197512,3203322
197519,3050208
197519,3053163
197519,3053562
197522,3196933
197523,3044454
197523,3046526
197523,3048608
197523,3048611
197523,3055650
197524,3190261
197524,3281054
197534,3188492
197534,3191386
197534,3193804
197534,3198056
197534,3198499
197534,3204572
197541,3191648
197551,3202215
197551,784434
197552,3187449
197552,3188292
197552,3188830
197552,3197556
197552,3200175
197552,3202872
197552,3282032
197555,3187730
197555,3188089
197555,3188763
197555,3191167
197555,3195491
197555,3196835
197555,3198213
197555,3199927
197555,3201395
197555,3202004
1975558,3045659
197556,7284830
197558,3051010
197564,3044681
197564,3046273
197564,3048895
197574,3193342
197574,3203316
197574,3203541
197580,3044774
197580,3054853
197580,3056414
197582,3055234
197583,2760390
197583,2760437
197583,2760473
197583,2760910
197583,2760924
197583,2761174
197583,2761253
197583,2761268
197583,2761303
197583,2761513
197583,2761571
197583,2761937
197583,2762140
197583,2762157
197583,2762315
197583,2762375
197583,2762761
197583,2762785
197583,2762795
197583,2762797
197583,2762917
197583,2762931
197583,2763177
197583,2763282
197583,2763285
197583,2763360
197583,2763505
197583,2763547
197583,2763594
197583,2763607
197583,2763676
197583,2763773
197583,2763790
197583,2763802
197583,2763878
197583,2763905
197583,2764186
197583,2764364
197583,2764374
197583,2764435
197583,2764736
197583,2764748
197583,2765068
197583,2765172
197583,2765175
197583,2765335
197583,2765926
197583,2766349
197583,2766359
197583,2766367
197583,2766379
197583,2766388
197583,2766389
197583,2766399
197583,2766400
197583,2766438
197583,2766442
197583,2766444
197583,2766445
197583,2766459
197583,2766498
197583,2766502
197583,2766504
197583,2766516
197583,2766517
197583,2766531
197583,2766548
197583,2766551
197583,2766563
197583,2766587
197583,2766595
197583,2766615
197583,2766650
197583,2766671
197583,2766687
197583,2766688
197583,2766696
197583,2766706
197583,2766735
197583,2766974
197583,2767030
197583,2767220
197583,2767384
197583,2767465
197583,276768
197583,2767779
197583,2767960
197583,2768155
197583,276825
197583,2768288
197583,2768380
197583,2768404
197583,2768491
197583,2768497
197583,2768498
197583,2768565
197583,2768750
197583,2768894
197583,2769139
197583,2769391
197583,2769431
197583,2769680
197583,2769912
197583,2770290
197583,2770403
197583,2770404
197583,2770432
197583,2770581
197583,2771093
197583,2771188
197583,2771244
197583,2771339
197583,2771588
197583,2771643
197583,2771894
197583,2771910
197583,2771930
197583,2771939
197583,2772135
197583,2772258
197583,2772303
197583,2772391
197583,2772414
197583,2772446
197583,2772673
197583,2772748
197583,2772801
197583,2773026
197583,2773052
197583,2773096
197583,2773321
197583,2773623
197583,2773853
197583,2773873
197583,2774034
197583,2774035
197583,2774124
197583,2774326
197583,2774628
197583,2774698
197583,2774717
197583,2774767
197583,2774895
197583,2775020
197583,2775135
197583,2775365
197583,2775487
197583,2775621
197583,2775726
197583,2776357
197583,2776395
197583,2776779
197583,2777009
197583,2777087
197583,2777189
197583,2777237
197583,2777288
197583,2777649
197583,2777884
197583,2777929
197583,2778145
197583,2778242
197583,2778243
197583,2778326
197583,2778525
197583,2778533
197583,2778533/
197583,2778787
197583,2779229
197583,2779260
197583,2779336
197583,2779450
197583,2779640
197583,2779669
197583,2779703
197583,2779710
197583,2779901
197583,2780006
197583,2780165
197583,2780247
197583,2780416
197583,2780512
197583,2780695
197583,2780936
197583,2781067
197583,2781364
197583,2781452
197583,2781703
197583,2781845
197583,2782049
197583,2782211
197583,2782408
197583,2782417
197583,2782645
197583,2782793
197583,2782902
197583,3324619
197583,3324633
197583,3324655
197583,3324737
197583,6692405
197583,7871634
197583,7872809
197583,7911306
197585,3050212
197585,3052692
203150,3048888
203154,668958
203154,675973
203154,679213
206874,784434
206874,785529
206874,787592
206874,787610
206877,3186246
206877,3202015
206878,788852
206884,673619
206884,671021
206884,673619
206884,685796
206890,665235
206909,729001
206909,729581
206909,729728
206917,662161
206917,665385
206917,671258
206927,671315
206927,686578
206927,3054667
206927,662379
206927,662794C
206927,665385
206927,666017
206927,666973
206927,667268
206927,667526
206927,668003
206927,670985
206927,671315
206927,672110
206927,673180
206927,673481
206927,675703
206927,676248
206927,678826
206927,678866
206927,679812
206927,680631
206927,681466
206927,682428
206927,685437
206927,686578
206928,665994
206928,665995
206928,666940
206928,667067
206928,683028
206928,683030
206933,663207
206938,785961
206938,789634
206938,792302
206960,3191429
206960,3192185
206960,3197095
206960,3199251
206960,3201418
206960,3201935
206960,785288
206960,786884
206960,789076
206960,791581
206963,684972
206970,684564
207001,785559
207001,787612
207025,668694
207058,3189465
207058,3199128
207060,790560
207060,792261
207061,3194360
207061,789695
207069,785714
207072,787611
207077,791612
207078,671681
207078,785103
207088,3187420
207088,3190159
207088,3196331
207088,3196585
207088,3197045
207088,3211623
207088,3211629
207100,678817
207100,682305
207100,789485
207107,792217
207129,668693
207129,669183
207129,670145
207129,671757
207129,677515
207129,677517
207129,677520
207129,681932
207129,685582
207129,686437
207129,686446
207164,786690
